Wavelength	Transit Depth
(meters)	(percent)
7.121671e-07	8.377121e-03
7.128782e-07	8.377484e-03
7.135901e-07	8.375187e-03
7.143026e-07	8.376497e-03
7.150159e-07	8.382030e-03
7.157299e-07	8.393073e-03
7.164445e-07	8.409943e-03
7.171599e-07	8.428350e-03
7.178760e-07	8.443803e-03
7.185929e-07	8.455804e-03
7.193104e-07	8.466449e-03
7.200287e-07	8.479554e-03
7.207476e-07	8.483924e-03
7.214673e-07	8.489152e-03
7.221877e-07	8.492352e-03
7.229089e-07	8.496423e-03
7.236307e-07	8.505563e-03
7.243533e-07	8.517753e-03
7.250766e-07	8.537575e-03
7.258006e-07	8.547037e-03
7.265254e-07	8.546405e-03
7.272508e-07	8.556741e-03
7.279770e-07	8.550853e-03
7.287039e-07	8.535474e-03
7.294315e-07	8.529464e-03
7.301599e-07	8.523136e-03
7.308890e-07	8.508902e-03
7.316188e-07	8.495485e-03
7.323494e-07	8.489806e-03
7.330807e-07	8.483244e-03
7.338127e-07	8.470150e-03
7.345454e-07	8.458622e-03
7.352789e-07	8.450008e-03
7.360131e-07	8.436271e-03
7.367480e-07	8.431254e-03
7.374837e-07	8.420413e-03
7.382201e-07	8.409664e-03
7.389572e-07	8.398959e-03
7.396951e-07	8.389144e-03
7.404337e-07	8.381899e-03
7.411731e-07	8.374839e-03
7.419132e-07	8.371034e-03
7.426540e-07	8.367812e-03
7.433955e-07	8.365572e-03
7.441379e-07	8.363987e-03
7.448809e-07	8.363535e-03
7.456247e-07	8.363368e-03
7.463692e-07	8.363061e-03
7.471145e-07	8.363458e-03
7.478605e-07	8.363180e-03
7.486073e-07	8.363128e-03
7.493548e-07	8.363004e-03
7.501031e-07	8.363531e-03
7.508521e-07	8.362804e-03
7.516018e-07	8.362489e-03
7.523523e-07	8.363266e-03
7.531036e-07	8.362489e-03
7.538556e-07	8.362068e-03
7.546083e-07	8.362693e-03
7.553618e-07	8.363101e-03
7.561161e-07	8.363768e-03
7.568711e-07	8.364983e-03
7.576269e-07	8.366214e-03
7.583834e-07	8.367569e-03
7.591407e-07	8.369376e-03
7.598987e-07	8.374679e-03
7.606575e-07	8.377280e-03
7.614170e-07	8.376543e-03
7.621773e-07	8.381797e-03
7.629384e-07	8.384101e-03
7.637002e-07	8.384636e-03
7.644628e-07	8.387146e-03
7.652261e-07	8.387172e-03
7.659902e-07	8.385445e-03
7.667551e-07	8.389757e-03
7.675207e-07	8.388661e-03
7.682871e-07	8.385361e-03
7.690543e-07	8.386708e-03
7.698222e-07	8.385956e-03
7.705909e-07	8.387304e-03
7.713604e-07	8.388462e-03
7.721306e-07	8.389941e-03
7.729016e-07	8.399068e-03
7.736734e-07	8.403777e-03
7.744459e-07	8.399811e-03
7.752193e-07	8.401804e-03
7.759933e-07	8.407207e-03
7.767682e-07	8.409332e-03
7.775438e-07	8.412583e-03
7.783202e-07	8.417736e-03
7.790974e-07	8.422575e-03
7.798754e-07	8.432513e-03
7.806541e-07	8.445305e-03
7.814336e-07	8.451237e-03
7.822139e-07	8.452507e-03
7.829950e-07	8.455331e-03
7.837768e-07	8.463384e-03
7.845595e-07	8.452273e-03
7.853429e-07	8.443393e-03
7.861271e-07	8.447542e-03
7.869120e-07	8.445162e-03
7.876978e-07	8.440792e-03
7.884844e-07	8.436820e-03
7.892717e-07	8.434803e-03
7.900598e-07	8.433742e-03
7.908487e-07	8.436063e-03
7.916384e-07	8.441933e-03
7.924289e-07	8.451304e-03
7.932201e-07	8.456460e-03
7.940122e-07	8.455076e-03
7.948051e-07	8.463108e-03
7.955987e-07	8.465491e-03
7.963931e-07	8.464254e-03
7.971884e-07	8.469071e-03
7.979844e-07	8.468976e-03
7.987812e-07	8.467280e-03
7.995788e-07	8.463349e-03
8.003772e-07	8.458886e-03
8.011764e-07	8.452635e-03
8.019764e-07	8.454804e-03
8.027772e-07	8.447093e-03
8.035788e-07	8.442213e-03
8.043812e-07	8.441188e-03
8.051844e-07	8.434903e-03
8.059885e-07	8.430774e-03
8.067933e-07	8.423036e-03
8.075989e-07	8.418067e-03
8.084053e-07	8.415285e-03
8.092125e-07	8.417964e-03
8.100205e-07	8.412746e-03
8.108294e-07	8.410964e-03
8.116390e-07	8.403562e-03
8.124495e-07	8.397519e-03
8.132607e-07	8.394581e-03
8.140728e-07	8.388955e-03
8.148857e-07	8.387575e-03
8.156994e-07	8.383308e-03
8.165139e-07	8.379616e-03
8.173292e-07	8.377145e-03
8.181453e-07	8.374803e-03
8.189623e-07	8.372861e-03
8.197801e-07	8.371542e-03
8.205986e-07	8.369040e-03
8.214180e-07	8.368001e-03
8.222382e-07	8.368137e-03
8.230593e-07	8.366051e-03
8.238811e-07	8.365252e-03
8.247038e-07	8.365283e-03
8.255273e-07	8.366379e-03
8.263516e-07	8.365176e-03
8.271768e-07	8.365037e-03
8.280027e-07	8.364114e-03
8.288295e-07	8.363979e-03
8.296571e-07	8.363295e-03
8.304856e-07	8.362403e-03
8.313149e-07	8.362236e-03
8.321450e-07	8.363072e-03
8.329759e-07	8.365468e-03
8.338076e-07	8.370023e-03
8.346402e-07	8.379541e-03
8.354737e-07	8.394340e-03
8.363079e-07	8.407997e-03
8.371430e-07	8.419702e-03
8.379789e-07	8.433366e-03
8.388157e-07	8.450025e-03
8.396533e-07	8.439895e-03
8.404917e-07	8.444382e-03
8.413309e-07	8.461220e-03
8.421710e-07	8.453582e-03
8.430120e-07	8.427568e-03
8.438538e-07	8.434805e-03
8.446964e-07	8.434143e-03
8.455398e-07	8.416310e-03
8.463841e-07	8.408131e-03
8.472293e-07	8.409259e-03
8.480753e-07	8.408038e-03
8.489221e-07	8.401522e-03
8.497698e-07	8.400950e-03
8.506183e-07	8.406327e-03
8.514677e-07	8.411827e-03
8.523179e-07	8.419674e-03
8.531690e-07	8.432324e-03
8.540209e-07	8.446827e-03
8.548737e-07	8.458292e-03
8.557273e-07	8.461906e-03
8.565818e-07	8.476693e-03
8.574371e-07	8.493297e-03
8.582933e-07	8.503839e-03
8.591503e-07	8.507679e-03
8.600082e-07	8.520153e-03
8.608670e-07	8.537704e-03
8.617266e-07	8.551741e-03
8.625870e-07	8.557640e-03
8.634484e-07	8.556539e-03
8.643105e-07	8.555886e-03
8.651736e-07	8.552708e-03
8.660375e-07	8.544510e-03
8.669023e-07	8.539979e-03
8.677679e-07	8.524825e-03
8.686344e-07	8.510399e-03
8.695018e-07	8.503050e-03
8.703700e-07	8.496753e-03
8.712391e-07	8.486531e-03
8.721091e-07	8.475590e-03
8.729799e-07	8.469741e-03
8.738516e-07	8.466991e-03
8.747242e-07	8.468044e-03
8.755976e-07	8.467836e-03
8.764719e-07	8.471017e-03
8.773471e-07	8.475831e-03
8.782232e-07	8.482255e-03
8.791001e-07	8.493588e-03
8.799779e-07	8.533923e-03
8.808566e-07	8.572665e-03
8.817362e-07	8.623199e-03
8.826166e-07	8.655882e-03
8.834980e-07	8.668230e-03
8.843802e-07	8.654812e-03
8.852633e-07	8.635415e-03
8.861472e-07	8.647503e-03
8.870321e-07	8.685539e-03
8.879178e-07	8.684992e-03
8.888044e-07	8.662529e-03
8.896919e-07	8.656975e-03
8.905803e-07	8.658843e-03
8.914696e-07	8.657701e-03
8.923598e-07	8.651481e-03
8.932508e-07	8.655531e-03
8.941428e-07	8.665690e-03
8.950356e-07	8.662047e-03
8.959293e-07	8.662029e-03
8.968239e-07	8.636594e-03
8.977195e-07	8.621823e-03
8.986159e-07	8.626346e-03
8.995132e-07	8.623039e-03
9.004114e-07	8.608864e-03
9.013105e-07	8.591362e-03
9.022104e-07	8.575698e-03
9.031113e-07	8.560118e-03
9.040131e-07	8.536449e-03
9.049158e-07	8.525052e-03
9.058194e-07	8.505255e-03
9.067239e-07	8.491148e-03
9.076293e-07	8.477154e-03
9.085356e-07	8.466735e-03
9.094428e-07	8.454257e-03
9.103509e-07	8.451090e-03
9.112599e-07	8.459342e-03
9.121699e-07	8.464504e-03
9.130807e-07	8.470327e-03
9.139924e-07	8.460361e-03
9.149051e-07	8.455950e-03
9.158187e-07	8.453180e-03
9.167332e-07	8.450872e-03
9.176485e-07	8.436385e-03
9.185648e-07	8.429187e-03
9.194821e-07	8.427305e-03
9.204002e-07	8.421946e-03
9.213193e-07	8.414349e-03
9.222392e-07	8.407947e-03
9.231601e-07	8.403202e-03
9.240819e-07	8.397130e-03
9.250047e-07	8.390761e-03
9.259283e-07	8.390719e-03
9.268529e-07	8.388267e-03
9.277784e-07	8.383403e-03
9.287048e-07	8.377673e-03
9.296322e-07	8.375008e-03
9.305604e-07	8.373142e-03
9.314896e-07	8.370686e-03
9.324197e-07	8.370118e-03
9.333508e-07	8.368670e-03
9.342828e-07	8.364807e-03
9.352157e-07	8.363384e-03
9.361496e-07	8.363395e-03
9.370843e-07	8.363155e-03
9.380200e-07	8.362637e-03
9.389567e-07	8.362175e-03
9.398943e-07	8.362999e-03
9.408328e-07	8.364231e-03
9.417723e-07	8.366579e-03
9.427126e-07	8.370570e-03
9.436540e-07	8.374447e-03
9.445963e-07	8.376721e-03
9.455395e-07	8.381388e-03
9.464836e-07	8.390077e-03
9.474287e-07	8.407403e-03
9.483748e-07	8.404871e-03
9.493218e-07	8.392667e-03
9.502697e-07	8.394502e-03
9.512186e-07	8.413638e-03
9.521684e-07	8.414267e-03
9.531192e-07	8.399648e-03
9.540709e-07	8.398185e-03
9.550236e-07	8.402995e-03
9.559772e-07	8.409610e-03
9.569318e-07	8.419535e-03
9.578873e-07	8.423459e-03
9.588438e-07	8.425920e-03
9.598012e-07	8.436779e-03
9.607596e-07	8.450157e-03
9.617190e-07	8.465254e-03
9.626793e-07	8.485884e-03
9.636406e-07	8.506217e-03
9.646028e-07	8.511707e-03
9.655660e-07	8.525838e-03
9.665301e-07	8.532433e-03
9.674953e-07	8.529274e-03
9.684613e-07	8.528535e-03
9.694284e-07	8.538544e-03
9.703964e-07	8.555184e-03
9.713654e-07	8.568720e-03
9.723353e-07	8.542939e-03
9.733062e-07	8.539284e-03
9.742781e-07	8.546216e-03
9.752510e-07	8.537504e-03
9.762248e-07	8.528261e-03
9.771996e-07	8.530956e-03
9.781754e-07	8.534287e-03
9.791521e-07	8.534944e-03
9.801298e-07	8.539241e-03
9.811085e-07	8.554780e-03
9.820882e-07	8.570375e-03
9.830688e-07	8.589408e-03
9.840505e-07	8.596270e-03
9.850331e-07	8.590164e-03
9.860167e-07	8.587325e-03
9.870012e-07	8.595481e-03
9.879868e-07	8.624381e-03
9.889733e-07	8.634080e-03
9.899609e-07	8.615276e-03
9.909494e-07	8.613016e-03
9.919389e-07	8.607648e-03
9.929294e-07	8.598787e-03
9.939208e-07	8.601455e-03
9.949133e-07	8.602533e-03
9.959068e-07	8.616274e-03
9.969012e-07	8.604428e-03
9.978967e-07	8.584118e-03
9.988931e-07	8.604519e-03
9.998905e-07	8.581794e-03
1.000889e-06	8.578086e-03
1.001888e-06	8.576990e-03
1.002889e-06	8.575873e-03
1.003890e-06	8.574734e-03
1.004893e-06	8.573571e-03
1.005896e-06	8.572384e-03
1.006900e-06	8.571173e-03
1.007906e-06	8.569935e-03
1.008912e-06	8.568669e-03
1.009920e-06	8.567375e-03
1.010928e-06	8.566051e-03
1.011938e-06	8.564696e-03
1.012948e-06	8.563309e-03
1.013960e-06	8.561887e-03
1.014972e-06	8.560429e-03
1.015986e-06	8.558933e-03
1.017000e-06	8.557397e-03
1.018016e-06	8.555819e-03
1.019032e-06	8.554198e-03
1.020050e-06	8.552529e-03
1.021068e-06	8.550811e-03
1.022088e-06	8.549040e-03
1.023108e-06	8.547214e-03
1.024130e-06	8.545328e-03
1.025153e-06	8.543380e-03
1.026176e-06	8.541363e-03
1.027201e-06	8.539274e-03
1.028227e-06	8.537108e-03
1.029253e-06	8.534858e-03
1.030281e-06	8.532518e-03
1.031310e-06	8.530080e-03
1.032340e-06	8.527536e-03
1.033371e-06	8.524877e-03
1.034402e-06	8.522091e-03
1.035435e-06	8.519167e-03
1.036469e-06	8.516089e-03
1.037504e-06	8.512841e-03
1.038540e-06	8.509404e-03
1.039577e-06	8.505755e-03
1.040615e-06	8.501867e-03
1.041654e-06	8.497706e-03
1.042694e-06	8.493235e-03
1.043736e-06	8.488404e-03
1.044778e-06	8.483156e-03
1.045821e-06	8.477418e-03
1.046865e-06	8.471099e-03
1.047911e-06	8.464083e-03
1.048957e-06	8.456224e-03
1.050004e-06	8.447332e-03
1.051053e-06	8.437158e-03
1.052102e-06	8.425379e-03
1.053153e-06	8.411563e-03
1.054205e-06	8.412541e-03
1.055257e-06	8.407730e-03
1.056311e-06	8.397033e-03
1.057366e-06	8.406560e-03
1.058422e-06	8.400830e-03
1.059478e-06	8.495998e-03
1.060536e-06	8.404133e-03
1.061595e-06	8.395316e-03
1.062655e-06	8.396937e-03
1.063717e-06	8.396709e-03
1.064779e-06	8.380751e-03
1.065842e-06	8.393742e-03
1.066906e-06	8.395640e-03
1.067972e-06	8.397810e-03
1.069038e-06	8.403164e-03
1.070105e-06	8.401016e-03
1.071174e-06	8.411845e-03
1.072244e-06	8.401321e-03
1.073314e-06	8.404776e-03
1.074386e-06	8.397843e-03
1.075459e-06	8.400885e-03
1.076533e-06	8.402453e-03
1.077608e-06	8.420187e-03
1.078684e-06	8.405887e-03
1.079761e-06	8.415439e-03
1.080839e-06	8.415552e-03
1.081918e-06	8.418361e-03
1.082999e-06	8.462474e-03
1.084080e-06	8.469618e-03
1.085162e-06	8.497100e-03
1.086246e-06	8.469077e-03
1.087331e-06	8.473990e-03
1.088416e-06	8.493382e-03
1.089503e-06	8.506693e-03
1.090591e-06	8.522993e-03
1.091680e-06	8.528033e-03
1.092770e-06	8.541099e-03
1.093861e-06	8.549705e-03
1.094954e-06	8.557698e-03
1.096047e-06	8.568628e-03
1.097141e-06	8.548618e-03
1.098237e-06	8.554558e-03
1.099334e-06	8.540745e-03
1.100431e-06	8.552235e-03
1.101530e-06	8.532481e-03
1.102630e-06	8.531862e-03
1.103731e-06	8.539271e-03
1.104833e-06	8.551918e-03
1.105936e-06	8.600900e-03
1.107041e-06	8.581725e-03
1.108146e-06	8.602493e-03
1.109253e-06	8.601965e-03
1.110360e-06	8.620926e-03
1.111469e-06	8.628585e-03
1.112579e-06	8.642511e-03
1.113690e-06	8.655893e-03
1.114802e-06	8.645773e-03
1.115915e-06	8.657522e-03
1.117029e-06	8.672040e-03
1.118145e-06	8.666564e-03
1.119261e-06	8.669579e-03
1.120379e-06	8.683017e-03
1.121498e-06	8.700445e-03
1.122618e-06	8.746011e-03
1.123739e-06	8.756949e-03
1.124861e-06	8.735794e-03
1.125984e-06	8.744272e-03
1.127108e-06	8.749088e-03
1.128234e-06	8.748439e-03
1.129360e-06	8.745061e-03
1.130488e-06	8.732904e-03
1.131617e-06	8.722782e-03
1.132747e-06	8.721852e-03
1.133878e-06	8.727858e-03
1.135010e-06	8.777927e-03
1.136143e-06	8.773290e-03
1.137278e-06	8.741159e-03
1.138413e-06	8.719689e-03
1.139550e-06	8.708016e-03
1.140688e-06	8.701558e-03
1.141827e-06	8.707824e-03
1.142967e-06	8.719150e-03
1.144109e-06	8.724911e-03
1.145251e-06	8.728730e-03
1.146395e-06	8.730978e-03
1.147539e-06	8.741380e-03
1.148685e-06	8.750250e-03
1.149832e-06	8.764318e-03
1.150980e-06	8.771251e-03
1.152130e-06	8.784278e-03
1.153280e-06	8.794630e-03
1.154432e-06	8.799274e-03
1.155584e-06	8.805108e-03
1.156738e-06	8.804707e-03
1.157893e-06	8.780845e-03
1.159050e-06	8.761108e-03
1.160207e-06	8.779687e-03
1.161365e-06	8.797105e-03
1.162525e-06	8.817155e-03
1.163686e-06	8.804456e-03
1.164848e-06	8.803183e-03
1.166011e-06	8.786058e-03
1.167175e-06	8.785060e-03
1.168341e-06	8.772401e-03
1.169507e-06	8.775871e-03
1.170675e-06	8.770041e-03
1.171844e-06	8.761191e-03
1.173014e-06	8.755005e-03
1.174186e-06	8.751022e-03
1.175358e-06	8.745885e-03
1.176532e-06	8.738251e-03
1.177707e-06	8.734204e-03
1.178882e-06	8.731270e-03
1.180060e-06	8.727641e-03
1.181238e-06	8.715484e-03
1.182417e-06	8.713537e-03
1.183598e-06	8.705049e-03
1.184780e-06	8.702523e-03
1.185963e-06	8.701643e-03
1.187147e-06	8.720434e-03
1.188333e-06	8.726089e-03
1.189519e-06	8.704881e-03
1.190707e-06	8.693394e-03
1.191896e-06	8.695307e-03
1.193086e-06	8.685134e-03
1.194278e-06	8.675554e-03
1.195470e-06	8.670821e-03
1.196664e-06	8.670594e-03
1.197859e-06	8.657094e-03
1.199055e-06	8.654625e-03
1.200252e-06	8.657268e-03
1.201451e-06	8.652507e-03
1.202650e-06	8.647640e-03
1.203851e-06	8.642067e-03
1.205053e-06	8.631800e-03
1.206257e-06	8.623501e-03
1.207461e-06	8.617894e-03
1.208667e-06	8.600943e-03
1.209874e-06	8.595312e-03
1.211082e-06	8.591271e-03
1.212291e-06	8.584055e-03
1.213502e-06	8.585889e-03
1.214713e-06	8.562675e-03
1.215926e-06	8.561005e-03
1.217140e-06	8.557643e-03
1.218356e-06	8.546818e-03
1.219572e-06	8.532945e-03
1.220790e-06	8.541328e-03
1.222009e-06	8.530387e-03
1.223229e-06	8.534205e-03
1.224451e-06	8.532420e-03
1.225673e-06	8.532416e-03
1.226897e-06	8.529653e-03
1.228122e-06	8.535531e-03
1.229349e-06	8.541613e-03
1.230576e-06	8.548650e-03
1.231805e-06	8.539408e-03
1.233035e-06	8.528792e-03
1.234266e-06	8.537207e-03
1.235499e-06	8.536484e-03
1.236732e-06	8.517022e-03
1.237967e-06	8.507036e-03
1.239204e-06	8.497989e-03
1.240441e-06	8.494575e-03
1.241680e-06	8.487736e-03
1.242919e-06	8.478156e-03
1.244161e-06	8.479587e-03
1.245403e-06	8.482234e-03
1.246646e-06	8.475898e-03
1.247891e-06	8.463095e-03
1.249137e-06	8.454906e-03
1.250385e-06	8.448230e-03
1.251633e-06	8.445909e-03
1.252883e-06	8.442906e-03
1.254134e-06	8.433501e-03
1.255386e-06	8.443244e-03
1.256640e-06	8.453246e-03
1.257895e-06	8.447543e-03
1.259151e-06	8.445984e-03
1.260408e-06	8.444561e-03
1.261667e-06	8.454128e-03
1.262926e-06	8.439792e-03
1.264188e-06	8.458773e-03
1.265450e-06	8.451001e-03
1.266713e-06	8.461871e-03
1.267978e-06	8.464704e-03
1.269244e-06	8.448013e-03
1.270512e-06	8.467139e-03
1.271781e-06	8.467882e-03
1.273050e-06	8.454766e-03
1.274322e-06	8.469405e-03
1.275594e-06	8.448571e-03
1.276868e-06	8.438939e-03
1.278143e-06	8.444565e-03
1.279419e-06	8.429573e-03
1.280697e-06	8.422543e-03
1.281975e-06	8.419511e-03
1.283256e-06	8.443441e-03
1.284537e-06	8.440018e-03
1.285820e-06	8.439200e-03
1.287104e-06	8.444305e-03
1.288389e-06	8.444889e-03
1.289675e-06	8.451196e-03
1.290963e-06	8.440239e-03
1.292252e-06	8.452800e-03
1.293542e-06	8.469555e-03
1.294834e-06	8.489804e-03
1.296127e-06	8.495309e-03
1.297421e-06	8.511902e-03
1.298717e-06	8.516594e-03
1.300014e-06	8.538332e-03
1.301312e-06	8.542423e-03
1.302611e-06	8.564777e-03
1.303912e-06	8.580544e-03
1.305214e-06	8.598787e-03
1.306517e-06	8.607666e-03
1.307822e-06	8.626698e-03
1.309128e-06	8.643440e-03
1.310435e-06	8.667095e-03
1.311743e-06	8.674273e-03
1.313053e-06	8.677766e-03
1.314364e-06	8.701849e-03
1.315677e-06	8.704969e-03
1.316991e-06	8.705132e-03
1.318306e-06	8.696310e-03
1.319622e-06	8.671602e-03
1.320940e-06	8.692484e-03
1.322259e-06	8.715953e-03
1.323579e-06	8.690883e-03
1.324901e-06	8.702698e-03
1.326224e-06	8.658834e-03
1.327548e-06	8.657391e-03
1.328874e-06	8.699967e-03
1.330200e-06	8.787864e-03
1.331529e-06	8.843791e-03
1.332858e-06	8.765052e-03
1.334189e-06	8.720904e-03
1.335521e-06	8.720324e-03
1.336855e-06	8.730996e-03
1.338190e-06	8.747094e-03
1.339526e-06	8.754050e-03
1.340864e-06	8.768787e-03
1.342203e-06	8.781990e-03
1.343543e-06	8.778499e-03
1.344884e-06	8.775534e-03
1.346227e-06	8.776120e-03
1.347572e-06	8.782258e-03
1.348917e-06	8.770133e-03
1.350264e-06	8.770532e-03
1.351612e-06	8.767576e-03
1.352962e-06	8.779256e-03
1.354313e-06	8.770967e-03
1.355665e-06	8.775721e-03
1.357019e-06	8.814797e-03
1.358374e-06	8.792587e-03
1.359730e-06	8.778105e-03
1.361088e-06	8.766286e-03
1.362447e-06	8.785879e-03
1.363808e-06	8.783108e-03
1.365170e-06	8.788776e-03
1.366533e-06	8.774851e-03
1.367897e-06	8.773024e-03
1.369263e-06	8.768891e-03
1.370630e-06	8.790550e-03
1.371999e-06	8.797306e-03
1.373369e-06	8.788842e-03
1.374740e-06	8.783768e-03
1.376113e-06	8.787764e-03
1.377487e-06	8.794493e-03
1.378863e-06	8.795439e-03
1.380240e-06	8.799505e-03
1.381618e-06	8.804379e-03
1.382997e-06	8.806331e-03
1.384378e-06	8.799896e-03
1.385761e-06	8.795536e-03
1.387144e-06	8.803674e-03
1.388530e-06	8.797042e-03
1.389916e-06	8.800537e-03
1.391304e-06	8.796529e-03
1.392693e-06	8.786749e-03
1.394084e-06	8.778750e-03
1.395476e-06	8.759002e-03
1.396869e-06	8.781895e-03
1.398264e-06	8.800509e-03
1.399660e-06	8.802375e-03
1.401058e-06	8.794613e-03
1.402457e-06	8.798077e-03
1.403857e-06	8.780501e-03
1.405259e-06	8.778102e-03
1.406662e-06	8.785172e-03
1.408067e-06	8.800633e-03
1.409473e-06	8.808159e-03
1.410880e-06	8.777856e-03
1.412289e-06	8.771021e-03
1.413699e-06	8.755040e-03
1.415111e-06	8.760120e-03
1.416524e-06	8.757820e-03
1.417939e-06	8.750841e-03
1.419354e-06	8.749207e-03
1.420772e-06	8.735511e-03
1.422190e-06	8.733531e-03
1.423611e-06	8.729381e-03
1.425032e-06	8.735168e-03
1.426455e-06	8.729816e-03
1.427879e-06	8.728121e-03
1.429305e-06	8.727503e-03
1.430732e-06	8.709522e-03
1.432161e-06	8.711890e-03
1.433591e-06	8.707552e-03
1.435023e-06	8.692565e-03
1.436456e-06	8.691252e-03
1.437890e-06	8.690319e-03
1.439326e-06	8.678481e-03
1.440763e-06	8.670144e-03
1.442202e-06	8.675921e-03
1.443642e-06	8.660965e-03
1.445083e-06	8.661836e-03
1.446526e-06	8.669304e-03
1.447971e-06	8.656427e-03
1.449416e-06	8.644046e-03
1.450864e-06	8.646550e-03
1.452312e-06	8.643179e-03
1.453763e-06	8.637776e-03
1.455214e-06	8.638494e-03
1.456667e-06	8.629633e-03
1.458122e-06	8.624125e-03
1.459578e-06	8.624372e-03
1.461035e-06	8.621828e-03
1.462494e-06	8.608181e-03
1.463955e-06	8.604494e-03
1.465416e-06	8.609796e-03
1.466880e-06	8.607286e-03
1.468344e-06	8.618524e-03
1.469811e-06	8.639837e-03
1.471278e-06	8.648803e-03
1.472747e-06	8.637978e-03
1.474218e-06	8.627525e-03
1.475690e-06	8.605416e-03
1.477164e-06	8.606070e-03
1.478639e-06	8.650298e-03
1.480115e-06	8.632706e-03
1.481593e-06	8.600070e-03
1.483072e-06	8.600947e-03
1.484553e-06	8.591686e-03
1.486036e-06	8.586603e-03
1.487520e-06	8.578210e-03
1.489005e-06	8.571259e-03
1.490492e-06	8.569616e-03
1.491980e-06	8.543396e-03
1.493470e-06	8.537659e-03
1.494961e-06	8.551999e-03
1.496454e-06	8.544672e-03
1.497948e-06	8.523781e-03
1.499444e-06	8.516881e-03
1.500941e-06	8.512723e-03
1.502440e-06	8.514803e-03
1.503940e-06	8.511872e-03
1.505442e-06	8.519150e-03
1.506945e-06	8.518111e-03
1.508450e-06	8.511437e-03
1.509956e-06	8.496151e-03
1.511464e-06	8.498436e-03
1.512973e-06	8.503541e-03
1.514484e-06	8.492268e-03
1.515996e-06	8.484952e-03
1.517510e-06	8.482776e-03
1.519025e-06	8.478072e-03
1.520542e-06	8.471693e-03
1.522060e-06	8.464819e-03
1.523580e-06	8.459924e-03
1.525101e-06	8.456292e-03
1.526624e-06	8.447967e-03
1.528149e-06	8.444518e-03
1.529675e-06	8.452865e-03
1.531202e-06	8.443726e-03
1.532731e-06	8.429651e-03
1.534262e-06	8.434898e-03
1.535794e-06	8.439690e-03
1.537327e-06	8.436253e-03
1.538862e-06	8.435052e-03
1.540399e-06	8.436362e-03
1.541937e-06	8.428040e-03
1.543477e-06	8.434111e-03
1.545018e-06	8.433175e-03
1.546561e-06	8.434617e-03
1.548105e-06	8.431476e-03
1.549651e-06	8.434977e-03
1.551198e-06	8.431661e-03
1.552747e-06	8.433075e-03
1.554298e-06	8.444447e-03
1.555850e-06	8.445142e-03
1.557403e-06	8.444661e-03
1.558958e-06	8.448340e-03
1.560515e-06	8.449021e-03
1.562073e-06	8.456528e-03
1.563633e-06	8.459491e-03
1.565194e-06	8.461396e-03
1.566757e-06	8.455855e-03
1.568322e-06	8.449832e-03
1.569888e-06	8.440492e-03
1.571455e-06	8.437220e-03
1.573024e-06	8.437251e-03
1.574595e-06	8.428512e-03
1.576167e-06	8.439374e-03
1.577741e-06	8.441502e-03
1.579317e-06	8.445792e-03
1.580894e-06	8.431826e-03
1.582472e-06	8.447563e-03
1.584053e-06	8.446839e-03
1.585634e-06	8.446724e-03
1.587218e-06	8.451108e-03
1.588802e-06	8.451411e-03
1.590389e-06	8.463686e-03
1.591977e-06	8.359404e-03
1.593567e-06	8.359404e-03
1.595158e-06	8.359404e-03
1.596751e-06	8.359403e-03
1.598345e-06	8.359403e-03
1.599941e-06	8.359403e-03
1.601539e-06	8.359402e-03
1.603138e-06	8.359402e-03
1.604739e-06	8.359402e-03
1.606341e-06	8.359402e-03
1.607945e-06	8.359401e-03
1.609551e-06	8.359401e-03
1.611158e-06	8.359401e-03
1.612767e-06	8.359401e-03
1.614377e-06	8.359400e-03
1.615989e-06	8.359400e-03
1.617603e-06	8.359400e-03
1.619218e-06	8.359399e-03
1.620835e-06	8.359399e-03
1.622453e-06	8.359399e-03
1.624073e-06	8.359399e-03
1.625695e-06	8.359398e-03
1.627318e-06	8.359398e-03
1.628943e-06	8.359398e-03
1.630570e-06	8.359398e-03
1.632198e-06	8.359397e-03
1.633828e-06	8.359397e-03
1.635459e-06	8.359397e-03
1.637092e-06	8.359397e-03
1.638727e-06	8.359396e-03
1.640363e-06	8.359396e-03
1.642001e-06	8.359396e-03
1.643641e-06	8.359396e-03
1.645282e-06	8.359395e-03
1.646925e-06	8.359395e-03
1.648570e-06	8.359395e-03
1.650216e-06	8.359395e-03
1.651864e-06	8.359394e-03
1.653513e-06	8.359394e-03
1.655164e-06	8.359394e-03
1.656817e-06	8.359394e-03
1.658471e-06	8.359393e-03
1.660127e-06	8.359393e-03
1.661785e-06	8.359393e-03
1.663444e-06	8.359393e-03
1.665105e-06	8.359392e-03
1.666768e-06	8.359392e-03
1.668432e-06	8.359392e-03
1.670098e-06	8.359392e-03
1.671766e-06	8.359391e-03
1.673435e-06	8.359391e-03
1.675106e-06	8.359391e-03
1.676779e-06	8.359391e-03
1.678453e-06	8.359390e-03
1.680129e-06	8.359390e-03
1.681807e-06	8.359390e-03
1.683486e-06	8.359390e-03
1.685167e-06	8.359389e-03
1.686850e-06	8.359389e-03
1.688534e-06	8.359389e-03
1.690220e-06	8.359389e-03
1.691908e-06	8.359389e-03
1.693598e-06	8.359388e-03
1.695289e-06	8.359388e-03
1.696982e-06	8.359388e-03
1.698676e-06	8.359388e-03
1.700372e-06	8.359387e-03
