Wavelength	Transit Depth
(meters)	(percent)
4.782316e-07	8.368392e-03
4.787091e-07	8.368453e-03
4.791871e-07	8.368546e-03
4.796656e-07	8.368684e-03
4.801446e-07	8.368811e-03
4.806240e-07	8.368943e-03
4.811039e-07	8.369077e-03
4.815843e-07	8.369237e-03
4.820652e-07	8.369402e-03
4.825466e-07	8.369449e-03
4.830284e-07	8.369537e-03
4.835107e-07	8.369720e-03
4.839935e-07	8.370181e-03
4.844768e-07	8.371588e-03
4.849606e-07	8.373234e-03
4.854448e-07	8.374012e-03
4.859296e-07	8.374296e-03
4.864148e-07	8.372794e-03
4.869005e-07	8.370734e-03
4.873867e-07	8.369448e-03
4.878734e-07	8.368630e-03
4.883605e-07	8.367997e-03
4.888482e-07	8.367626e-03
4.893363e-07	8.367419e-03
4.898249e-07	8.367307e-03
4.903140e-07	8.367247e-03
4.908036e-07	8.367194e-03
4.912937e-07	8.367178e-03
4.917843e-07	8.367126e-03
4.922754e-07	8.367099e-03
4.927669e-07	8.367058e-03
4.932590e-07	8.367024e-03
4.937515e-07	8.366979e-03
4.942445e-07	8.366950e-03
4.947380e-07	8.366921e-03
4.952321e-07	8.366892e-03
4.957266e-07	8.366869e-03
4.962216e-07	8.366853e-03
4.967171e-07	8.366839e-03
4.972131e-07	8.366832e-03
4.977095e-07	8.366809e-03
4.982065e-07	8.366813e-03
4.987040e-07	8.366831e-03
4.992020e-07	8.366830e-03
4.997004e-07	8.366825e-03
5.001994e-07	8.366830e-03
5.006989e-07	8.366848e-03
5.011988e-07	8.366848e-03
5.016993e-07	8.366876e-03
5.022003e-07	8.366932e-03
5.027017e-07	8.366974e-03
5.032037e-07	8.367054e-03
5.037062e-07	8.367119e-03
5.042091e-07	8.367176e-03
5.047126e-07	8.367233e-03
5.052166e-07	8.367321e-03
5.057211e-07	8.367458e-03
5.062261e-07	8.367555e-03
5.067315e-07	8.367707e-03
5.072375e-07	8.367892e-03
5.077440e-07	8.368151e-03
5.082510e-07	8.368414e-03
5.087585e-07	8.368650e-03
5.092665e-07	8.368791e-03
5.097751e-07	8.368888e-03
5.102841e-07	8.368968e-03
5.107936e-07	8.368719e-03
5.113037e-07	8.368271e-03
5.118142e-07	8.367708e-03
5.123253e-07	8.367201e-03
5.128369e-07	8.366791e-03
5.133490e-07	8.366461e-03
5.138616e-07	8.366234e-03
5.143747e-07	8.366076e-03
5.148883e-07	8.366000e-03
5.154024e-07	8.365936e-03
5.159171e-07	8.365917e-03
5.164322e-07	8.365896e-03
5.169479e-07	8.365885e-03
5.174641e-07	8.365933e-03
5.179808e-07	8.365988e-03
5.184980e-07	8.366045e-03
5.190158e-07	8.366141e-03
5.195340e-07	8.366269e-03
5.200528e-07	8.366385e-03
5.205721e-07	8.366457e-03
5.210919e-07	8.366578e-03
5.216122e-07	8.366642e-03
5.221331e-07	8.366679e-03
5.226545e-07	8.366644e-03
5.231763e-07	8.366572e-03
5.236988e-07	8.366440e-03
5.242217e-07	8.366313e-03
5.247451e-07	8.366160e-03
5.252691e-07	8.366040e-03
5.257936e-07	8.365934e-03
5.263187e-07	8.365798e-03
5.268442e-07	8.365702e-03
5.273703e-07	8.365704e-03
5.278969e-07	8.365678e-03
5.284240e-07	8.365672e-03
5.289516e-07	8.365699e-03
5.294798e-07	8.365726e-03
5.300085e-07	8.365734e-03
5.305378e-07	8.365799e-03
5.310675e-07	8.365938e-03
5.315978e-07	8.366151e-03
5.321286e-07	8.366370e-03
5.326600e-07	8.366582e-03
5.331919e-07	8.366843e-03
5.337243e-07	8.367050e-03
5.342572e-07	8.367287e-03
5.347907e-07	8.367625e-03
5.353247e-07	8.368074e-03
5.358592e-07	8.368707e-03
5.363943e-07	8.369636e-03
5.369299e-07	8.370467e-03
5.374661e-07	8.371532e-03
5.380028e-07	8.372849e-03
5.385400e-07	8.373730e-03
5.390777e-07	8.374590e-03
5.396160e-07	8.376144e-03
5.401548e-07	8.378212e-03
5.406942e-07	8.380778e-03
5.412341e-07	8.383839e-03
5.417745e-07	8.387186e-03
5.423155e-07	8.389888e-03
5.428571e-07	8.390737e-03
5.433991e-07	8.389954e-03
5.439417e-07	8.387139e-03
5.444849e-07	8.382993e-03
5.450286e-07	8.378125e-03
5.455728e-07	8.373786e-03
5.461176e-07	8.370744e-03
5.466629e-07	8.368447e-03
5.472087e-07	8.366872e-03
5.477552e-07	8.365924e-03
5.483021e-07	8.365301e-03
5.488496e-07	8.364926e-03
5.493977e-07	8.364710e-03
5.499462e-07	8.364542e-03
5.504954e-07	8.364463e-03
5.510451e-07	8.364391e-03
5.515953e-07	8.364357e-03
5.521461e-07	8.364352e-03
5.526974e-07	8.364385e-03
5.532493e-07	8.364439e-03
5.538018e-07	8.364508e-03
5.543548e-07	8.364594e-03
5.549083e-07	8.364693e-03
5.554624e-07	8.364765e-03
5.560171e-07	8.364812e-03
5.565723e-07	8.364838e-03
5.571280e-07	8.364814e-03
5.576843e-07	8.364766e-03
5.582412e-07	8.364706e-03
5.587986e-07	8.364681e-03
5.593566e-07	8.364614e-03
5.599151e-07	8.364535e-03
5.604742e-07	8.364487e-03
5.610339e-07	8.364438e-03
5.615941e-07	8.364476e-03
5.621549e-07	8.364504e-03
5.627162e-07	8.364513e-03
5.632781e-07	8.364533e-03
5.638406e-07	8.364621e-03
5.644036e-07	8.364691e-03
5.649671e-07	8.364833e-03
5.655313e-07	8.365038e-03
5.660960e-07	8.365281e-03
5.666613e-07	8.365502e-03
5.672271e-07	8.365727e-03
5.677935e-07	8.366037e-03
5.683605e-07	8.366312e-03
5.689280e-07	8.366474e-03
5.694961e-07	8.366644e-03
5.700647e-07	8.366969e-03
5.706340e-07	8.367327e-03
5.712038e-07	8.367673e-03
5.717741e-07	8.367943e-03
5.723451e-07	8.368330e-03
5.729166e-07	8.368885e-03
5.734887e-07	8.369725e-03
5.740613e-07	8.370592e-03
5.746345e-07	8.371471e-03
5.752083e-07	8.372266e-03
5.757827e-07	8.372533e-03
5.763576e-07	8.372250e-03
5.769332e-07	8.371573e-03
5.775092e-07	8.371145e-03
5.780859e-07	8.370717e-03
5.786631e-07	8.369673e-03
5.792410e-07	8.368407e-03
5.798194e-07	8.367380e-03
5.803983e-07	8.366441e-03
5.809779e-07	8.365692e-03
5.815580e-07	8.365135e-03
5.821387e-07	8.364679e-03
5.827200e-07	8.364337e-03
5.833019e-07	8.364076e-03
5.838843e-07	8.363880e-03
5.844673e-07	8.363721e-03
5.850510e-07	8.363579e-03
5.856351e-07	8.363457e-03
5.862199e-07	8.363414e-03
5.868053e-07	8.363371e-03
5.873912e-07	8.363337e-03
5.879778e-07	8.363322e-03
5.885649e-07	8.363349e-03
5.891526e-07	8.363469e-03
5.897409e-07	8.363667e-03
5.903298e-07	8.363895e-03
5.909192e-07	8.364202e-03
5.915093e-07	8.364578e-03
5.920999e-07	8.364939e-03
5.926912e-07	8.365423e-03
5.932830e-07	8.365986e-03
5.938754e-07	8.366561e-03
5.944684e-07	8.367367e-03
5.950620e-07	8.368165e-03
5.956562e-07	8.368743e-03
5.962510e-07	8.369162e-03
5.968464e-07	8.368705e-03
5.974423e-07	8.368623e-03
5.980389e-07	8.368431e-03
5.986361e-07	8.368046e-03
5.992338e-07	8.367674e-03
5.998322e-07	8.367190e-03
6.004311e-07	8.366598e-03
6.010307e-07	8.366201e-03
6.016308e-07	8.365650e-03
6.022316e-07	8.365145e-03
6.028329e-07	8.364771e-03
6.034349e-07	8.364529e-03
6.040374e-07	8.364401e-03
6.046406e-07	8.364433e-03
6.052444e-07	8.364706e-03
6.058487e-07	8.365126e-03
6.064537e-07	8.365815e-03
6.070592e-07	8.366599e-03
6.076654e-07	8.367516e-03
6.082722e-07	8.368916e-03
6.088796e-07	8.369762e-03
6.094876e-07	8.369931e-03
6.100962e-07	8.370485e-03
6.107054e-07	8.371844e-03
6.113152e-07	8.374084e-03
6.119256e-07	8.377913e-03
6.125366e-07	8.383165e-03
6.131483e-07	8.390574e-03
6.137605e-07	8.399171e-03
6.143734e-07	8.405459e-03
6.149869e-07	8.409507e-03
6.156009e-07	8.411803e-03
6.162156e-07	8.416135e-03
6.168310e-07	8.418984e-03
6.174469e-07	8.428007e-03
6.180634e-07	8.439103e-03
6.186806e-07	8.445528e-03
6.192984e-07	8.447813e-03
6.199168e-07	8.446034e-03
6.205358e-07	8.440369e-03
6.211554e-07	8.435247e-03
6.217756e-07	8.429225e-03
6.223965e-07	8.419070e-03
6.230180e-07	8.410167e-03
6.236401e-07	8.400366e-03
6.242628e-07	8.390920e-03
6.248862e-07	8.383799e-03
6.255101e-07	8.378507e-03
6.261347e-07	8.373886e-03
6.267600e-07	8.370818e-03
6.273858e-07	8.369006e-03
6.280123e-07	8.367122e-03
6.286394e-07	8.365618e-03
6.292671e-07	8.364817e-03
6.298954e-07	8.364119e-03
6.305244e-07	8.363554e-03
6.311540e-07	8.363227e-03
6.317842e-07	8.363033e-03
6.324151e-07	8.362861e-03
6.330466e-07	8.362776e-03
6.336787e-07	8.362811e-03
6.343115e-07	8.362860e-03
6.349448e-07	8.362905e-03
6.355789e-07	8.363051e-03
6.362135e-07	8.363251e-03
6.368488e-07	8.363448e-03
6.374847e-07	8.363548e-03
6.381213e-07	8.363768e-03
6.387584e-07	8.364227e-03
6.393963e-07	8.364549e-03
6.400347e-07	8.364903e-03
6.406738e-07	8.365441e-03
6.413136e-07	8.366312e-03
6.419539e-07	8.366913e-03
6.425950e-07	8.367334e-03
6.432366e-07	8.367194e-03
6.438789e-07	8.366724e-03
6.445218e-07	8.366220e-03
6.451654e-07	8.366179e-03
6.458096e-07	8.366343e-03
6.464545e-07	8.366337e-03
6.471000e-07	8.365868e-03
6.477462e-07	8.365988e-03
6.483930e-07	8.367138e-03
6.490404e-07	8.368088e-03
6.496885e-07	8.368778e-03
6.503372e-07	8.369208e-03
6.509866e-07	8.369383e-03
6.516367e-07	8.369144e-03
6.522873e-07	8.369179e-03
6.529387e-07	8.369795e-03
6.535907e-07	8.370926e-03
6.542433e-07	8.372229e-03
6.548966e-07	8.373064e-03
6.555505e-07	8.374316e-03
6.562051e-07	8.377170e-03
6.568604e-07	8.376295e-03
6.575163e-07	8.375922e-03
6.581728e-07	8.376876e-03
6.588300e-07	8.377631e-03
6.594879e-07	8.378679e-03
6.601464e-07	8.378437e-03
6.608056e-07	8.378792e-03
6.614654e-07	8.379914e-03
6.621259e-07	8.381776e-03
6.627871e-07	8.383830e-03
6.634489e-07	8.384510e-03
6.641114e-07	8.384834e-03
6.647745e-07	8.384969e-03
6.654383e-07	8.387238e-03
6.661028e-07	8.391112e-03
6.667679e-07	8.391873e-03
6.674337e-07	8.390979e-03
6.681002e-07	8.390048e-03
6.687673e-07	8.388372e-03
6.694351e-07	8.385996e-03
6.701035e-07	8.382659e-03
6.707727e-07	8.379419e-03
6.714424e-07	8.376736e-03
6.721129e-07	8.373151e-03
6.727840e-07	8.370237e-03
6.734558e-07	8.368352e-03
6.741283e-07	8.366934e-03
6.748015e-07	8.365555e-03
6.754753e-07	8.364002e-03
6.761498e-07	8.363275e-03
6.768249e-07	8.362807e-03
6.775007e-07	8.362446e-03
6.781773e-07	8.362399e-03
6.788544e-07	8.362854e-03
6.795323e-07	8.364229e-03
6.802108e-07	8.365746e-03
6.808901e-07	8.366641e-03
6.815700e-07	8.368143e-03
6.822505e-07	8.371694e-03
6.829318e-07	8.372801e-03
6.836137e-07	8.371694e-03
6.842963e-07	8.370689e-03
6.849796e-07	8.369664e-03
6.856636e-07	8.369128e-03
6.863483e-07	8.367976e-03
6.870336e-07	8.368706e-03
6.877196e-07	8.366139e-03
6.884063e-07	8.366683e-03
6.890937e-07	8.366175e-03
6.897818e-07	8.364694e-03
6.904706e-07	8.364687e-03
6.911601e-07	8.364853e-03
6.918502e-07	8.364627e-03
6.925410e-07	8.364928e-03
6.932326e-07	8.365448e-03
6.939248e-07	8.366225e-03
6.946177e-07	8.367246e-03
6.953113e-07	8.369536e-03
6.960056e-07	8.373015e-03
6.967006e-07	8.377669e-03
6.973963e-07	8.381100e-03
6.980926e-07	8.382911e-03
6.987897e-07	8.387031e-03
6.994875e-07	8.395153e-03
7.001859e-07	8.401751e-03
7.008851e-07	8.405962e-03
7.015850e-07	8.411715e-03
7.022855e-07	8.415420e-03
7.029868e-07	8.412383e-03
7.036887e-07	8.410429e-03
7.043914e-07	8.413281e-03
7.050948e-07	8.405607e-03
7.057988e-07	8.396788e-03
7.065036e-07	8.395913e-03
7.072091e-07	8.393536e-03
7.079152e-07	8.388369e-03
7.086221e-07	8.384624e-03
7.093297e-07	8.383782e-03
7.100380e-07	8.382441e-03
7.107470e-07	8.377713e-03
7.114567e-07	8.375762e-03
